,Unnamed: 0,plant_name,links,required_space,when_to_plant,min_growing_time,max_growing_time,when_to_harvest,climate
153,153,Mizuna,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mizuna/,600,"2, 3, 9, 10",90,300,"5, 10, 11, 12",Cfa
154,154,Monarda,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-monarda/,1500,"1, 2, 3, 4, 5, 6",60,300,"3, 4, 5, 6, 7, 8, 9, 10, 11",Cfa
155,155,Morning Glory,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-morning-glory/,400,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
156,156,Muscari,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-muscari/,225,"10, 11, 12",240,210,"2, 3",Cfa
157,157,Muskmelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-muskmelon/,8100,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Cfa
158,158,Mustard,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mustard/,225,"2, 3, 9",60,270,"4, 5, 10, 11",Cfa
159,159,Nasturtium,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nasturtiums/,900,"2, 3, 4, 5",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
160,160,Nectarine (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-nectarine-trees/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
161,161,Nectarine (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nectarines/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
162,162,Nicotiana,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nicotiana/,900,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
163,163,Nigella,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nigella/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
164,164,Oats,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oats/,100,"1, 2, 8, 9",0,120,"1, 2, 3, 5",Cfa
165,165,Okra,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-okra/,2700,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
166,166,Onion,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-onion/,200,"1, 2, 3, 4, 5, 6, 12",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
167,167,Onion (Fall planted),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-planted-onions/,375,"10, 11",240,180,"2, 3, 4",Cfa
168,168,Onions (Green),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-green-onions/,100,"1, 2, 8, 9, 12",120,330,"5, 6, 11, 12",Cfa
169,169,Onions (Perennial),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-perennial-onions/,225,"2, 3, 8, 9",90,270,"5, 6, 9, 10, 11",Cfa
170,170,Onions (Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-onions/,200,"1, 2, 3, 4, 5, 6, 12",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
171,171,Orange,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oranges/,0,"2, 3",30,300,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12",Cfa
172,172,Orange (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-oranges/,3600,"2, 3",30,300,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12",Cfa
173,173,Oregano,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oregano/,375,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
174,174,Osteospermum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-osteospermum/,900,"2, 3, 4, 5, 6, 7",90,240,"5, 6, 7, 8, 9, 10",Cfa
175,175,Pansy ,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pansy-/,625,"1, 2, 3, 4, 5, 6, 7, 8, 9",90,330,"4, 5, 6, 7, 8, 9, 10, 11, 12",Cfa
176,176,Parsley,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsley/,250,"1, 2, 3, 4, 8, 9",0,330,"1, 5, 6, 7, 8, 11, 12",Cfa
177,177,Parsnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsnip/,600,"2, 3, 8, 9",30,300,"1, 6, 7, 11, 12",Cfa
178,178,Peach (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-peach-trees/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
179,179,Peach (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peaches/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
180,180,Peanut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peanuts/,875,"3, 4, 5, 6",120,240,"7, 8, 9, 10, 11",Cfa
181,181,Pear (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-pear-trees/,0,"2, 3",120,270,"6, 7, 8, 9, 10, 11",Cfa
182,182,Pear (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-pear-trees/,0,"2, 3",120,270,"6, 7, 8, 9, 10, 11",Cfa
183,183,Pear (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-pear-trees/,0,"2, 3",120,270,"6, 7, 8, 9, 10, 11",Cfa
184,184,Pear (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pears/,0,"2, 3",120,270,"6, 7, 8, 9, 10, 11",Cfa
185,185,Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peas/,200,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
186,186,Pecan,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pecans/,400,"2, 3",30,300,"1, 8, 9, 10, 11, 12",Cfa
187,187,Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peppers/,1200,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
188,188,Persimmon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-persimmon-sharon-fruit/,0,"2, 3",30,300,"1, 7, 8, 9, 10, 11, 12",Cfa
189,189,Petunia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-petunia/,875,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
190,190,Phacelia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phacelia/,225,"2, 3, 4, 8, 9",60,300,"4, 5, 11, 12",Cfa
191,191,Phlox (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phlox-annual/,225,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
192,192,Plum (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-plum-trees/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
193,193,Plum (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-plum-trees/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
194,194,Plum (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-plums/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
195,195,Poached Egg Plant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-poached-egg-plant/,100,"2, 3, 4, 8, 9",60,300,"4, 5, 11, 12",Cfa
196,196,Pomegranate,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pomegranates/,0,"2, 3",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
197,197,Portulaca,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-portulaca/,400,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
198,198,Potatoes (Early),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-early-potatoes/,1750,"2, 3, 4, 5",90,240,"5, 6, 7, 8, 9, 10",Cfa
199,199,Potatoes (Maincrop),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-potatoes/,2625,"2, 3, 4, 5, 6",120,270,"6, 7, 8, 9, 10, 11",Cfa
200,200,Pumpkin,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pumpkins/,8100,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Cfa
201,201,Quinoa,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-quinoa/,4050,"3, 4, 5",120,270,"7, 8, 9, 10, 11, 12",Cfa
202,202,Radicchio,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radicchio/,600,"2, 3, 9, 10",30,300,"1, 5, 11, 12",Cfa
203,203,Radish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radish/,200,"2, 3, 9, 10",60,300,"4, 5, 10, 11, 12",Cfa
204,204,Raspberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-raspberries/,5400,"2, 3, 4, 5",120,270,"6, 7, 8, 9, 10, 11",Cfa
205,205,Red Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-currant/,8100,"2, 3",90,120,"5, 6",Cfa
206,206,Rhubarb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rhubarb/,8100,"2, 3, 4, 5",90,150,"5, 6, 7",Cfa
207,207,Rose,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rose/,0,"3, 4, 5, 6",60,270,"5, 6, 7, 8, 9, 10, 11, 12",Cfa
208,208,Rosemary,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rosemary/,400,"4, 5, 6",90,240,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Cfa
209,209,Rutabaga,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rutabaga/,800,"8, 9",90,120,"11, 12",Cfa
210,210,Rye (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-annual-rye/,100,"9, 10",240,90,"1, 2, 3, 12",Cfa
211,211,Rye (Cereal),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cereal-rye/,100,"9, 10",240,150,"1, 2, 3, 4",Cfa
212,212,Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sage/,1200,"1, 2, 3, 4, 5, 6",60,300,"3, 4, 5, 6, 7, 8, 9, 10, 11",Cfa
213,213,Salpiglossis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salpiglossis/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
214,214,Salvia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salvia/,900,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
215,215,Scabiosa (Sweet),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scabiosa-sweet/,750,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
216,216,Scallions,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scallions/,100,"1, 2, 8, 9, 12",120,330,"5, 6, 11, 12",Cfa
217,217,Scarlet Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scarlet-sage-salvia/,900,"2, 3, 4, 5",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
218,218,Scilla,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scilla/,100,"10, 11, 12",240,240,2,Cfa
219,219,Shallots,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-shallots/,150,"1, 2, 3, 4, 5, 12",120,300,"5, 6, 7, 8, 9, 10, 11",Cfa
220,220,Snapdragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snapdragon/,900,"1, 2, 3, 4, 5",90,270,"4, 5, 6, 7, 8, 9, 10",Cfa
221,221,Snowdrop,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snowdrop/,100,"10, 11, 12",240,210,"2, 3",Cfa
222,222,Sorrel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sorrel/,900,"1, 2, 3, 4, 5",30,300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11",Cfa
223,223,Soybeans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-soybeans/,225,"4, 5, 6",30,210,"5, 6, 7, 8, 9, 10, 11",Cfa
224,224,Spinach,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spinach/,450,"1, 2, 3, 9, 10",0,330,"1, 2, 3, 5, 11, 12",Cfa
225,225,Spinach (Malabar),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-malabar-spinach/,875,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Cfa
226,226,Spinach (New Zealand),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-new-zealand-spinach/,2700,"2, 3, 4, 5, 6",60,240,"4, 5, 6, 7, 8, 9, 10",Cfa
227,227,Squash (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-squash/,3600,"3, 4, 5, 8",60,240,"5, 6, 7, 11",Cfa
228,228,Squash (Winter),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-squash/,8100,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Cfa
229,229,Stevia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stevia/,1200,"3, 4, 5, 6",30,240,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
230,230,Stock,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stock/,900,"1, 2, 3, 4, 5",90,270,"4, 5, 6, 7, 8, 9, 10",Cfa
231,231,Strawberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawberries/,2700,"2, 3, 4, 5",60,210,"4, 5, 6, 7, 8, 9",Cfa
232,232,Strawflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawflower/,900,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
233,233,Sunflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sunflowers/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Cfa
234,234,Sweet Pea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-pea/,400,"1, 2, 3, 4, 5",90,270,"4, 5, 6, 7, 8, 9, 10",Cfa
235,235,Sweet Potato,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-potatoes/,2700,"4, 5, 6",120,210,"8, 9, 10, 11",Cfa
236,236,Swiss Chard,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-swiss-chard/,1200,"2, 3, 9",90,300,"5, 6, 7, 11, 12",Cfa
237,237,Tansy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tansy/,3600,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
238,238,Tarragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tarragon/,2000,"2, 3, 4, 5, 6",60,300,"4, 5, 6, 7, 8, 9, 10, 11, 12",Cfa
239,239,Tatsoi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tatsoi/,400,"1, 2, 3, 9, 10",60,330,"3, 4, 5, 10, 11, 12",Cfa
240,240,Thyme,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-thyme/,1200,"3, 4, 5, 6",60,270,"5, 6, 7, 8, 9, 10, 11, 12",Cfa
241,241,Tomatillo,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatillos/,8100,"1, 2, 3, 4, 5, 6",120,300,"5, 6, 7, 8, 9, 10, 11",Cfa
242,242,Tomato (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatoes/,2700,"1, 2, 3, 4, 8",120,300,"5, 6, 7, 11",Cfa
243,243,Tomato (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cherry-tomatoes/,2700,"1, 2, 3, 4, 8",120,300,"5, 6, 7, 11",Cfa
244,244,Tree (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-large-trees/,0,,0,0,,Cfa
245,245,Tree (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-small-trees/,0,,0,0,,Cfa
246,246,Tulip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tulip/,150,"10, 11, 12",210,180,"3, 4",Cfa
247,247,Turnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-turnips/,450,"2, 3, 9, 10",90,300,"5, 10, 11, 12",Cfa
248,248,Valerian,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-valerian/,8100,"1, 2, 3, 4, 5, 6, 12",0,330,"1, 5, 6, 7, 8, 9, 10, 11, 12",Cfa
249,249,Verbena (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-verbena-annual/,400,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
250,250,Vinca (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-vinca-annual/,900,"1, 2, 3, 4, 5, 6",90,300,"4, 5, 6, 7, 8, 9, 10, 11",Cfa
251,251,Walnut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-walnuts/,400,"2, 3",30,300,"1, 7, 8, 9, 10, 11, 12",Cfa
252,252,Watermelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-watermelons/,8100,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Cfa
253,253,Wheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-wheat/,100,"2, 8, 9, 10",30,90,"1, 2, 3, 5",Cfa
254,254,White Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-white-currant/,8100,"2, 3",90,120,"5, 6",Cfa
255,255,Winter Field Beans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-field-beans/,800,"1, 2, 9, 10",0,330,"1, 2, 3, 5, 12",Cfa
256,256,Winter Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-peas/,200,"8, 9",180,120,"2, 3, 4",Cfa
257,257,Zinnia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zinnia/,900,"1, 2, 3, 4, 5, 6",120,300,"5, 6, 7, 8, 9, 10, 11",Cfa
258,258,Zucchini,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zucchini/,3600,"3, 4, 5, 8",60,240,"5, 6, 7, 11",Cfa
0,0,Agastache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-agastache/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfa
1,1,Ageratum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ageratum/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
2,2,Allium (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-allium-ornamental/,900,4,60,90,"6, 7",Dfa
3,3,Almond,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-almonds/,0,"3, 4",150,210,"8, 9, 10",Dfa
4,4,Alyssum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-alyssum/,225,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",Dfa
5,5,Amaranth (Grain),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-grain/,4050,"5, 6",120,150,"9, 10",Dfa
6,6,Amaranth (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-ornamental/,2700,"4, 5, 6",90,180,"7, 8, 9, 10",Dfa
7,7,Anemone,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-anemone/,225,"4, 5",0,60,"4, 5, 6",Dfa
8,8,Apple (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-apple-trees/,0,"3, 4, 5",120,210,"7, 8, 9, 10",Dfa
9,9,Apple (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apple-trees/,0,"3, 4, 5",120,210,"7, 8, 9, 10",Dfa
10,10,Apple (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-apple-trees/,0,"3, 4, 5",120,210,"7, 8, 9, 10",Dfa
11,11,Apple (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apples/,0,"3, 4, 5",120,210,"7, 8, 9, 10",Dfa
12,12,Apricot (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apricot-trees/,0,"3, 4",120,210,"7, 8, 9, 10",Dfa
13,13,Apricot (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apricots/,0,"3, 4",120,210,"7, 8, 9, 10",Dfa
14,14,Artichoke (Globe),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-globe-artichokes/,8100,"3, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Dfa
15,15,Arugula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-arugula/,200,"2, 3, 4, 5, 6, 7, 8, 9, 10",30,300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Dfa
16,16,Asparagus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-asparagus/,2025,"2, 3, 4, 5",60,180,"4, 5, 6, 7, 8",Dfa
17,17,Aster (China),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-aster-china/,900,"3, 4, 5",150,210,"8, 9, 10",Dfa
18,18,Basil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-basil/,375,"4, 5, 6",90,180,"7, 8, 9, 10",Dfa
19,19,Bay,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bay-leaves/,2700,"5, 6",60,150,"7, 8, 9, 10",Dfa
20,20,Beans (Bush Snap),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bush-snap-beans/,525,"4, 5, 6",60,180,"6, 7, 8, 9, 10",Dfa
21,21,Beans (Dry),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dry-beans/,700,"5, 6",90,150,"8, 9, 10",Dfa
22,22,Beans (Fava),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fava-beans/,375,"4, 5",90,150,"7, 8, 9",Dfa
23,23,Beans (Lima),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lima-beans/,525,"6, 7",60,120,"8, 9, 10",Dfa
24,24,Beans (Pole),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pole-beans/,525,"4, 5, 6",90,180,"7, 8, 9, 10",Dfa
25,25,Beet,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-beets/,200,"4, 5, 6",90,210,"7, 8, 9, 10, 11",Dfa
26,26,Begonia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-begonia/,875,"3, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
27,27,Bells of Ireland,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bells-of-ireland/,900,"3, 4, 5",90,150,"6, 7, 8",Dfa
28,28,Black Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-black-currant/,8100,"4, 5",60,150,"6, 7, 8, 9",Dfa
29,29,Blackberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blackberries/,8100,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
30,30,Bluebell,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bluebell/,100,"4, 5",30,90,"5, 6, 7",Dfa
31,31,Blueberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blueberries/,8100,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
32,32,Bok Choy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bok-choy/,500,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",Dfa
33,33,Borage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-borage/,1800,"5, 6",30,150,"6, 7, 8, 9, 10",Dfa
34,34,Broccoli,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-broccoli/,2025,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
35,35,Broccoli (Purple Sprouting),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-purple-sprouting-broccoli/,3600,"3, 4, 5",60,270,"1, 2, 12",Dfa
36,36,Brussels Sprouts,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-brussels-sprouts/,3600,"3, 4, 5",60,270,"1, 2, 3, 4, 10, 11, 12",Dfa
37,37,Buckwheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-buckwheat/,100,"5, 6",30,150,"6, 7, 8, 9, 10",Dfa
38,38,Cabbage (Fall Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-red-cabbages/,7200,"3, 4, 5, 6",60,270,"1, 2, 8, 9, 10, 11, 12",Dfa
39,39,Cabbage (Fall),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-cabbages/,7200,"3, 4, 5, 6",60,270,"1, 2, 8, 9, 10, 11, 12",Dfa
40,40,Cabbage (Spring Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-red-cabbages/,5400,"6, 7, 8",150,90,"1, 2, 3",Dfa
41,41,Cabbage (Spring),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-cabbages/,5400,"6, 7, 8",150,90,"1, 2, 3",Dfa
42,42,Cabbage (Summer Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-red-cabbages/,2475,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
43,43,Cabbage (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-cabbages/,2475,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
44,44,Calendula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-calendula/,1500,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Dfa
45,45,Cantaloupe,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cantaloupe/,8100,"4, 5, 6",120,180,"8, 9, 10",Dfa
46,46,Carrot,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-carrots/,150,"4, 5, 6",90,240,"7, 8, 9, 10, 11, 12",Dfa
47,47,Catnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-catnip/,1200,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Dfa
48,48,Cauliflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cauliflower/,2700,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Dfa
